Raf,Mek,Plcg,PIP2,PIP3,Erk,Akt,PKA,PKC,P38,Jnk
0.1446135831381733,0.09894613583138173,0.16217798594847777,0.1873536299765808,0.8887587822014051,0.17037470725995316,0.1715456674473068,0.4572599531615925,0.6270491803278688,0.8067915690866511,0.699648711943794
0.2540983606557377,0.20199063231850117,0.2851288056206089,0.15163934426229508,0.09484777517564402,0.6317330210772834,0.5977751756440282,0.3155737704918033,0.1323185011709602,0.12997658079625293,0.7769320843091335
0.59192037470726,0.8665105386416861,0.38992974238875877,0.03629976580796253,0.21955503512880561,0.5023419203747073,0.5977751756440282,0.43208430913348944,0.430327868852459,0.5485948477751756,0.49004683840749413
0.7418032786885246,0.9742388758782201,0.734192037470726,0.08489461358313817,0.00468384074941452,0.13466042154566746,0.05035128805620609,0.6469555035128806,0.5122950819672131,0.4637002341920375,0.5708430913348946
0.22775175644028103,0.3225995316159251,0.0702576112412178,0.03161592505854801,0.5257611241217799,0.7166276346604216,0.8138173302107728,0.19379391100702575,0.20784543325526933,0.36826697892271665,0.8629976580796253
0.08782201405152225,0.00585480093676815,0.5333723653395784,0.27459016393442626,0.16334894613583137,0.40105386416861827,0.4104215456674473,0.7259953161592506,0.5122950819672131,0.8559718969555035,0.7564402810304449
0.3911007025761124,0.7921545667447307,0.20901639344262296,0.8185011709601874,0.33489461358313816,0.265807962529274,0.19847775175644028,0.8395784543325527,0.5567915690866511,0.629976580796253,0.4531615925058548
0.430327868852459,0.1446135831381733,0.38992974238875877,0.3770491803278688,0.36826697892271665,0.6861826697892272,0.8026932084309133,0.5497658079625293,0.26639344262295084,0.33079625292740045,0.5023419203747073
0.9209601873536299,0.952576112412178,0.21428571428571427,0.24882903981264637,0.7827868852459017,0.3881733021077283,0.35011709601873536,0.5140515222482436,0.9110070257611241,0.9238875878220141,0.5983606557377049
0.10245901639344263,0.38231850117096017,0.02459016393442623,0.9238875878220141,0.7997658079625293,0.45433255269320844,0.9765807962529274,0.06030444964871194,0.5450819672131147,0.4022248243559719,0.930327868852459
0.06557377049180328,0.19437939110070257,0.3793911007025761,0.1563231850117096,0.17037470725995316,0.7441451990632318,0.6457845433255269,0.5210772833723654,0.7371194379391101,0.8067915690866511,0.5866510538641686
0.7517564402810304,0.43969555035128804,0.11533957845433256,0.1211943793911007,0.5538641686182669,0.7078454332552693,0.6891100702576113,0.398711943793911,0.9332552693208431,0.9473067915690867,0.6809133489461359
0.8290398126463701,0.8343091334894613,0.16510538641686182,0.582552693208431,0.1791569086651054,0.17505854800936768,0.057962529274004686,0.6469555035128806,0.6563231850117096,0.7950819672131147,0.9478922716627635
0.26697892271662765,0.65807962529274,0.0661592505854801,0.026932084309133488,0.3044496487119438,0.6129976580796253,0.19847775175644028,0.42096018735363,0.5450819672131147,0.7617096018735363,0.9695550351288056
0.16920374707259953,0.4882903981264637,0.20433255269320844,0.13114754098360656,0.8278688524590164,0.27107728337236536,0.01405152224824356,0.6059718969555035,0.35011709601873536,0.17857142857142858,0.10889929742388758
0.4613583138173302,0.11241217798594848,0.2646370023419204,0.08021077283372366,0.17447306791569087,0.6188524590163934,0.4689695550351288,0.405152224824356,0.9918032786885246,0.9601873536299765,0.00351288056206089
0.14168618266978922,0.5802107728337237,0.6756440281030445,0.04215456674473068,0.2792740046838407,0.2810304449648712,0.7125292740046838,0.02927400468384075,0.974824355971897,0.9344262295081968,0.0117096018735363
0.319672131147541,0.8173302107728337,0.21135831381733022,0.7002341920374707,0.4724824355971897,0.8430913348946136,0.5614754098360656,0.06791569086651054,0.6147540983606558,0.5152224824355972,0.101288056206089
0.1797423887587822,0.3225995316159251,0.11533957845433256,0.8214285714285714,0.31030444964871196,0.6528103044496487,0.6809133489461359,0.2336065573770492,0.8284543325526932,0.6680327868852459,0.41861826697892274
0.45433255269320844,0.20199063231850117,0.33138173302107726,0.8407494145199064,0.5415690866510539,0.8811475409836066,0.8864168618266979,0.7868852459016393,0.5298594847775175,0.41978922716627637,0.5509367681498829
0.29859484777517564,0.03454332552693208,0.2423887587822014,0.6715456674473068,0.3799765807962529,0.40749414519906324,0.6733021077283372,0.8425058548009368,0.44730679156908665,0.4566744730679157,0.5304449648711944
0.1920374707259953,0.24531615925058547,0.3793911007025761,0.039227166276346606,0.0585480093676815,0.32669789227166274,0.3594847775175644,0.1364168618266979,0.5169789227166276,0.4566744730679157,0.27107728337236536
0.3436768149882904,0.6165105386416861,0.00936768149882904,0.832552693208431,0.5011709601873536,0.8752927400468384,0.8366510538641686,0.8676814988290398,0.008782201405152224,0.9718969555035128,0.04800936768149883
0.7224824355971897,0.9262295081967213,0.4274004683840749,0.31088992974238877,0.21370023419203746,0.3190866510538642,0.4689695550351288,0.5210772833723654,0.9607728337236534,0.984192037470726,0.7195550351288056
0.7224824355971897,0.8553864168618267,0.5333723653395784,0.24473067915690866,0.1451990632318501,0.9660421545667447,0.9508196721311475,0.9847775175644028,0.9607728337236534,0.8179156908665105,0.43911007025761123
0.10597189695550352,0.00117096018735363,0.14285714285714285,0.9039812646370023,0.7997658079625293,0.639344262295082,0.727751756440281,0.7423887587822015,0.5040983606557377,0.47950819672131145,0.08899297423887588
0.31323185011709603,0.44730679156908665,0.585480093676815,0.27459016393442626,0.14929742388758782,0.607728337236534,0.5860655737704918,0.5497658079625293,0.37822014051522246,0.2997658079625293,0.08723653395784543
0.7113583138173302,0.34133489461358313,0.6317330210772834,0.1920374707259953,0.07142857142857142,0.33430913348946134,0.3905152224824356,0.6059718969555035,0.7927400468384075,0.8460187353629977,0.765807962529274
0.23946135831381732,0.4203747072599532,0.5064402810304449,0.5070257611241218,0.4818501170960187,0.8951990632318502,0.8442622950819673,0.20140515222482436,0.49121779859484777,0.7084309133489461,0.9847775175644028
0.3360655737704918,0.5169789227166276,0.3202576112412178,0.569672131147541,0.7453161592505855,0.10304449648711944,0.11943793911007025,0.7652224824355972,0.8963700234192038,0.7669789227166276,0.5708430913348946
